,Unnamed: 0,segment,sentiment,embeddings
195,195,a long term strategically orient approach to policy engagement by fao in collaboration with other member of the un country team and back by the fao regional office for asia and the pacific could provide a way to move away from an ad hoc approach to policy engagement towards a long term approach limit risk concern through partnership with un country team and other development partner,negative,[-1.4904844  -0.04751093  1.7394121 ]
196,196,give this approach there be equally a lack of clarity and mode of project financing both of which be associate with delay in activity onset,negative,[-2.3700821  -0.12797977  3.114016  ]
197,197,-PRON- also limit the planned adaptive learning from resilience to climatic change,negative,[-2.0088615   2.2247365  -0.33394593]
198,198,a delay decision to procure service of a consultant to support the instituting of the livestock identification and traceability system lit be a miss opportunity for strengthen market and disease control regulation,negative,[-1.985736   -0.40773425  3.0287995 ]
199,199,furthermore tail end famer already face water scarcity be deprive of this important intervention,negative,[-0.56429553  1.5373403  -1.0764434 ]
200,200,on the institutional capacity development strengthening and transforming community- base organization cbos and farm service centre fscs be not achieve to the extent that be plan under the project,negative,[-1.298298  -1.4736638  3.296995 ]
201,201,activity such as establishment of vegetable production unit fruit plant nursery fruit orchard and distribution of seed silos be expensive not very strategic and not reach to a broad range of beneficiary,negative,[-0.38861713 -0.9186785   1.2586001 ]
202,202,however the evaluation note that other mangrove consultation framework already exist for instance the cameroon mangrove network and the project could have focus on strengthen these network,negative,[-2.3698301  1.332067   1.2714722]
203,203,the project have not yet put in place a strategy to use the result of permanent plot monitoring after -PRON- closure,negative,[-1.5799042 -1.1519613  3.2371736]
204,204,however the final act of approval for the classification of these protect area either douala edea national park or ramsar site do not solely depend on the project,negative,[-1.5463094  2.1357753 -0.7811109]
205,205,furthermore the evaluation of protect area management effectiveness which be a requirement of this project and of gef project in general have not be carry out,negative,[-1.17744   -0.9380538  2.5363004]
206,206,indeed the result and effect obtain appear to be low than expect,negative,[-1.4526836 -1.2525947  3.2491975]
207,207,however the study carry out by the project do not always highlight gender specificity,negative,[-1.3322916 -1.0607861  2.9321063]
208,208,the project could have improve -PRON- performance by add a lobby and political advocacy component in order to mobilize these high level political actor in -PRON- favour and improve result and output,negative,[-1.2524372 -1.3347859  3.259099 ]
209,209,the report repeatedly highlight the weak involvement of the private sector as a major issue which be nevertheless a key actor as a user and potential polluter of mangrove ecosystem,negative,[-1.7660519 -0.5396593  2.7844324]
210,210,accord to the viewpoint of the various institutional actor and the beneficiary -PRON- this aspect remain the soft underbelly of the project 's achievement in term of the financial and human resource make available,negative,[-1.7350204 -0.7949642  3.162117 ]
211,211,however the objective of strengthen resilience to climatic shock do not clearly translate in design and logframe e.g. in geographic targeting criterion in outputs/ activity no early warning system at village level no contingency plan,negative,[-1.5142909 -1.2329375  3.431191 ]
212,212,however the design be not well balanced to ensure the adoption of a multisectoral approach in all jrp village and throughout the duration of the project the wash component cover a limited number of village in a single locality,negative,[-1.249099  -1.4646432  3.215229 ]
213,213,the need to follow up be to be expect and an exit strategy should have be anticipate include on orientation activity and budget at design stage,negative,[-2.4150705  -0.05662692  3.0478113 ]
214,214,the absence of capacity building plan for implement partner and local authority and of plan transfer of responsibility challenge the sustainability of the jrp see recommendation 2 and 3,negative,[-2.2114422 -0.365414   3.2540345]
215,215,moreover some output 4 and 5 activity be monitor as a package through aggregate indicator that could not provide quantifiable evidence of what exactly be implement,negative,[-1.6390042 -1.0993237  3.420895 ]
216,216,feedback to the community and project documentation adjustment to the cap be not clearly include in the design,negative,[-1.8310713 -0.9186424  3.4539719]
