segment,sentiment,embeddings,cluster,x,y
"This was especially the case for field-oriented programmes, such as cattle production, watershed management and home-based nurseries, where the activities were developed around community organizations.",negative,[-1.5889429   1.0563259   0.76814544],0,10.672674179077148,4.173755645751953
The operational and financial framework was not very successful in establishing an effective field programme.,negative,[-1.3688927 -1.4392942  3.45872  ],0,9.367196083068848,-9.723231315612791
"In another example, although the concepts of environmental sustainability were built into the design of several projects, they were not integrated into the project activities.",negative,[-1.8604339  -0.35196027  2.8198237 ],0,12.652490615844728,-4.202270984649658
Long delays were experienced in programme implementation and the delivery of project outputs.,negative,[-0.7899815  0.637289  -0.2076159],0,8.605109214782715,5.730247974395752
The limitations in project funding and duration affected the scale and scope of the project outputs.,negative,[-2.4392304   0.16636208  2.9198995 ],0,14.72237777709961,-2.561316728591919
"The ownership by Ministries in recipient countries differs, but is generally limited.",negative,[-1.434261   -0.47781318  2.2094324 ],0,10.984466552734377,-3.6877613067626953
"The selection and approval process for projects, as conducted by FAO and the Government, was found to be ineffective.",negative,[-1.0829879 -1.7486583  3.3334222],0,7.667181015014648,-8.342316627502441
The programme aimed to be demand driven.,negative,[-1.5669721  1.7591287 -0.6259804],0,11.165993690490724,7.991715431213379
The small projects (i.e. those with short durations and limited budgets) sometimes lacked focus on what they could realistically achieve,negative,[-1.9958397  -0.73021346  3.5671134 ],0,14.46697998046875,-7.106002330780029
"In a number of cases, a lack of institutional development limited the potential of technical interventions.",negative,[-1.604842  -1.1628034  3.4347055],0,11.63157081604004,-9.287116050720217
"Consequently, strengthening decentralized office capacity to effectively engage with UN Country Teams will become increasingly important.",negative,[-1.2520186  2.488754  -1.662612 ],1,9.074131965637209,15.893043518066406
This will require greater attention to the scale and impact of investment operations than merely stepping up resource mobilization for programme delivery.,negative,[-2.2919931  0.6336613  1.8974613],0,12.577763557434082,0.077593445777893
"At the same time, they need to be packaged into more concrete programme interventions related to major challenges and incorporate results chains and narratives aligned to the priorities of resource partners and SDG targets.",negative,[-1.9376332 -0.5599553  3.059174 ],0,13.120403289794922,-5.355697154998779
"In this regard, the 40 SDG targets, 20 interconnected actions and 12 focus areas for resource mobilization provide new and alternative opportunities to design flagship programmes that are cross-SO from the outset.",negative,[-1.2324991  1.325565  -0.0086746],0,9.797019958496094,6.38758659362793
"The integration of cross-cutting themes has not been systematic, with the exception of climate change.",negative,[-1.0322591 -0.7563644  2.160565 ],0,10.288147926330566,-4.030594825744629
The main shortcoming affecting the relevance of the projects evaluated was the decision to fund a large number of projects through two different funding windows at the same time.,negative,[-1.8490808  -0.88415784  3.5342507 ],0,13.5748929977417,-8.408428192138672
"Furthermore, the vast majority of immediate action projects did not monitor the adaptability and productivity performance of PGRFA.",negative,[-1.4296943 -1.3231874  3.383954 ],0,10.092177391052246,-9.22865104675293
"As a result, the strategic action plans in most cases could not be fully implemented.",negative,[-1.0052212 -1.7718775  3.3763154],0,7.617438793182373,-8.282054901123047
"However, the call for proposals focused primarily on food security with insufficient emphasis on nutrition; also gender differentiated approach in project execution has not been sufficiently prioritized.",negative,[-1.3583215 -1.2404057  3.233242 ],0,9.941781997680664,-7.824185371398926
"However, the formulation of a large number of strategic action plans without clear funding sources identified before project closure is not considered good value for money.",negative,[-1.7055008  -0.83058363  3.0676928 ],0,12.256624221801758,-6.539677619934082
"However, some of the outcomes set forth under Components 1 and 2 were not achieved, for example, the conservation of endemic biodiversity (including agrobiodiversity), or the implementation of information systems regarding the state of biodiversity in the Chimborazo Reserve.",negative,[-1.3117542 -1.1553062  3.0368996],0,10.13564682006836,-6.936881065368652
"In addition, the GADPCH has limited capacity to directly execute large projects and manage a wide range of participants as was evidenced by its decision to assign the Project under the Environment Coordination Committee instead of the Planning Coordination Committee.",negative,[-1.777522  -0.7749081  3.2851126],0,13.085886001586914,-7.262970924377441
"The evaluation identified some weaknesses, in particular the establishment of a comprehensive overview as regards land use planning and sustainable development in the province.",negative,[-1.1164207 -1.7805302  3.461822 ],0,7.717140674591064,-8.568068504333496
"However, the Project did not apply the monitoring of the participation of women or young people aged 15 to 25 in the training events and in the different initiatives implemented, or specific data to determine whether the Project had contributed towards improving their rights such as, for example, their level of access to training and financial resources.",negative,[-1.5937086 -0.7243791  2.8424067],0,11.724584579467772,-5.294551849365234
"However, taking into consideration the significant budget cuts in the country since 2016, it is probable that the level of replicability will be low in the next few years due to its high cost.",negative,[-1.9595286   1.8741655   0.09818218],0,11.841611862182615,6.565755844116211
"In particular, the conservation and sustainable use of natural resources was mainly focused on the harvesting of water resources in the upper paramo basins and sub-basins and the optimization of their use, the application of a pilot model of compensation mechanisms for the Payment for Environmental Services (PSA).",negative,[-1.1962674  1.9017138 -0.9546776],1,9.276361465454102,10.968902587890623
Other important factors identified were the absence of risk management in planning and the lack of monitoring of results backed up by a communication strategy and an appropriate institutional arrangement geared towards reducing the inter-institutional interaction difficulties experienced (particularly under Component 2).,negative,[-1.6447746 -1.0691252  3.2588384],0,11.797094345092772,-8.09108829498291
"However, the execution of some outputs completed in the last months of the Project could experience sustainability difficulties as a result of not having a formal subsequent transfer of technical monitoring, and taking into consideration that the Project did not establish some activities to support the conservation and the proper management of the paramo, such as, for example, a system to monitor the outcomes and tangible changes at an environmental, social and economic level.",negative,[-2.2353234  -0.40466374  3.3213396 ],0,14.904862403869627,-5.017309665679932
