,segment,sentiment,id
1915,"The Project has been designed to address Protected Area (PA) management barriers, such  as: (a) a lack of proper connectivity between isolated PAs, for larger mammal movements  and to buffer against climate change impacts, and; (b) lack of management capacity and financial planning to bring people to the area and to  prevent the various threats to the area. ",neutral,1915
1916,"The Project Goal was to ensure the Southern Tanzania’s biodiversity and ecosystem values  are conserved and to provide sustainable benefit flows at local, national and global levels through  the establishment of landscape planning mechanisms and enhanced operational capacity.",neutral,1916
1917,he  Project was responsible for achieving the following project objective: The biodiversity of Southern  Tanzania is better represented and buffered from threat within National Parks. ,neutral,1917
1918,It was designed  to lift the barriers to the establishment of a landscape approach to the management of  biodiversity. ,neutral,1918
1919,This was to be achieved through two complementary and interrelated components: Component 1: Integrating management of National Parks and broader landscapes  in Southern Tanzania. ,neutral,1919
1920,"This first component entailed the creations of an inter-sectoral district land  management coordination mechanism between TANAPA, district authorities and  the Wildlife Division (WD) and would also involve planning, implementing, and  monitoring by key state and civil society partners on biodiversity management  measures for the Greater Ruaha and Greater Kitulo Kipengere landscapes. ",neutral,1920
1921,The  Project would set up inter-sectoral district land administration mechanisms and  develop land use plans to ensure that land in ecologically sensitive areas is  allocated to conservation-compatible land uses through an integrated landscape  management planning process.,neutral,1921
1922,"Development impact assessments were to be  undertaken, to define acceptable land uses and management practices.",neutral,1922
1923,"This  component was to also ensure that TANAPA had the competence and staff skills  to lead land use planning, management and monitoring in landscapes and have  improved, staffed community extension services to ensure effective engagement  between communities and park authorities. ",neutral,1923
1924,"Specific expected products of the first component were anticipated to be:  • A working model for integrating management of NPs and wider productive  landscapes piloted and adapted in 7 Districts in Southern Tanzania and secured wildlife  corridors and dispersal areas covering over 39,000 km2 in the Greater Ruaha and Greater  Kitulo-Kipengere ecological landscapes",neutral,1924
1925,Integrated landscape management approach replicated by TANAPA in at  least one additional ecological landscape in southern Tanzania. ,neutral,1925
1926,No net loss of natural habitat in major habitat blocks identified as critical  for wildlife dispersal and at least 40% reduction in hunting pressures in these blocks. ,neutral,1926
1927,"PAs expanded to encompass two ecologically sensitive wildlife corridor  areas linking Kitulo NP to Mt Rungwe and to Mpanga Kipengere Game Reserve), creating  a linked ‘Greater Kitulo-Kipengere landscape’ totalling over 2,000 km2. ",neutral,1927
